Gene	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
ENSMUST00000160244.7|ENSMUSG00000004151.17|chr12|+	416.7	38865749	chr12:38865548-38866249	93.95	0.00	1.00	97.29	0.00	1.00	109.76	0.00	1.00	83.66	0.00	1.00	62.50	0.00	1.00	94.42	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000033141.6|ENSMUSG00000030852.18|chr7|+	179.4	130764561	chr7:130764254-130764784	106.12	0.00	1.00	105.19	0.00	1.00	100.25	0.00	1.00	84.61	0.00	1.00	92.32	0.00	1.00	118.16	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000205666.1|ENSMUSG00000035390.16|chr7|+	4777.7	4705269	chr7:4705068-4705426	25.63	164.79	0.13	43.96	199.69	0.18	8.96	193.77	0.04	22.74	209.26	0.10	36.18	172.41	0.17	15.83	140.88	0.10	0.116666666667	0.123333333333	-0.00666666666667	1.0	1.0	N
ENSMUST00000144721.1|ENSMUSG00000049728.14|chr7|-	41.1	127868218	chr7:127868041-127868419	30.90	0.00	1.00	28.30	4.97	0.85	30.65	0.00	1.00	32.53	2.36	0.93	NA	NA	NA	NA	NA	NA	0.95	0.93	0.02	1.0	1.0	N
ENSMUST00000139698.1|ENSMUSG00000028944.14|chr5|-	575.9	24876833	chr5:24875934-24877034	NA	NA	NA	15.27	24.07	0.39	9.04	25.06	0.26	NA	NA	NA	14.37	19.15	0.43	14.05	17.63	0.44	0.325	0.435	-0.11	0.45662171690975595	1.0	N
ENSMUST00000182876.1|ENSMUSG00000032826.19|chr3|-	297.4	127161859	chr3:127159714-127162204	12.43	234.96	0.05	11.96	229.70	0.05	14.78	227.97	0.06	10.49	243.19	0.04	10.80	208.18	0.05	15.08	223.97	0.06	0.0533333333333	0.05	0.00333333333333	1.0	1.0	N
ENSMUST00000135024.1|ENSMUSG00000008575.17|chr4|-	292.3	82498237	chr4:82495984-82498769	8.50	280.53	0.03	8.03	273.16	0.03	8.61	272.27	0.03	6.92	242.33	0.03	5.99	259.35	0.02	6.88	280.44	0.02	0.03	0.0233333333333	0.00666666666667	0.789258656776858	1.0	N
ENSMUST00000027700.14|ENSMUSG00000026439.14|chr1|+	569.3	132504886	chr1:132503764-132505659	88.41	56.18	0.61	103.42	47.53	0.69	72.88	45.93	0.61	82.39	59.46	0.58	116.75	44.66	0.72	92.37	41.56	0.69	0.636666666667	0.663333333333	-0.0266666666667	0.7069797166892385	1.0	N
ENSMUST00000036288.10|ENSMUSG00000056211.13|chr1|+	1804.5	128236598	chr1:128236397-128237736	125.60	0.00	1.00	136.02	0.00	1.00	102.56	0.00	1.00	109.97	0.00	1.00	135.71	0.00	1.00	125.73	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000237644.1|ENSMUSG00000024589.18|chr18|+	716.3	65213155	chr18:65212784-65213321	88.24	58.01	0.60	92.31	37.82	0.71	47.57	27.54	0.63	62.67	14.35	0.81	48.71	17.19	0.74	52.39	38.14	0.58	0.646666666667	0.71	-0.0633333333333	0.532995163339308	1.0	N
ENSMUST00000197488.4|ENSMUSG00000068823.10|chr3|+	11428.0	103057087	chr3:103056886-103057804	761.81	0.00	1.00	923.71	0.00	1.00	880.94	0.00	1.00	907.41	0.00	1.00	808.06	0.00	1.00	837.48	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000022040.13|ENSMUSG00000021557.15|chr13|-	1983.6	59449898	chr13:59445742-59450314	14.66	497.89	0.03	20.56	385.94	0.05	20.73	482.44	0.04	18.34	418.82	0.04	21.13	394.87	0.05	17.79	289.32	0.06	0.04	0.05	-0.01	0.49988844834347634	1.0	N
ENSMUST00000172484.7|ENSMUSG00000031558.15|chr5|+	65.1	48282173	chr5:48281945-48282948	1.70	83.22	0.02	1.98	88.87	0.02	2.22	93.27	0.02	2.06	69.66	0.03	0.80	66.91	0.01	1.28	44.70	0.03	0.02	0.0233333333333	-0.00333333333333	1.0	1.0	N
ENSMUST00000057089.12|ENSMUSG00000020453.17|chr11|+	156.3	3308315	chr11:3308114-3309083	68.34	0.00	1.00	64.17	0.00	1.00	65.94	0.00	1.00	48.38	0.00	1.00	56.60	0.00	1.00	55.59	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000234036.1|ENSMUSG00000024127.15|chr17|-	32719.5	85078423	chr17:85078059-85078624	8.38	298.44	0.03	19.87	244.60	0.08	15.59	279.48	0.05	14.31	261.02	0.05	7.39	244.74	0.03	11.34	261.10	0.04	0.0533333333333	0.04	0.0133333333333	0.8381980435196985	1.0	N
ENSMUST00000152032.1|ENSMUSG00000040390.13|chr7|-	5101.4	27664372	chr7:27664158-27664573	89.73	144.02	0.38	87.86	169.45	0.34	38.32	131.97	0.23	100.16	118.44	0.46	78.22	92.48	0.46	53.31	166.04	0.24	0.316666666667	0.386666666667	-0.07	0.2610803911799915	1.0	N
ENSMUST00000176445.7|ENSMUSG00000028124.15|chr3|+	747.0	122264995	chr3:122264794-122265225	1.26	47.06	0.03	2.60	33.67	0.07	1.19	49.69	0.02	2.27	32.95	0.06	0.41	38.82	0.01	1.75	33.23	0.05	0.04	0.04	0.0	1.0	1.0	N
ENSMUST00000156754.1|ENSMUSG00000001100.10|chr11|+	1387.3	78518274	chr11:78518073-78518585	53.82	12.21	0.82	25.81	66.70	0.28	17.23	75.11	0.19	13.86	29.63	0.32	13.88	81.67	0.15	11.45	55.86	0.17	0.43	0.213333333333	0.216666666667	0.012088872820906392	0.251971316743	N
ENSMUST00000129389.7|ENSMUSG00000029174.18|chr5|+	83.2	64173896	chr5:64173388-64174258	4.89	41.51	0.11	6.18	51.91	0.11	9.30	44.05	0.17	8.41	37.24	0.18	8.42	35.86	0.19	6.73	37.16	0.15	0.13	0.173333333333	-0.0433333333333	0.5621912228032502	1.0	N
ENSMUST00000122292.1|ENSMUSG00000085783.3|chr16|+	19350.1	62717598	chr16:62717037-62718450	77.77	114.74	0.40	75.80	102.16	0.43	83.92	109.42	0.43	74.42	104.56	0.42	72.60	96.39	0.43	79.15	113.35	0.41	0.42	0.42	0.0	1.0	1.0	N
ENSMUST00000234146.1|ENSMUSG00000024258.4|chr18|+	505.9	31796251	chr18:31796050-31796489	87.85	0.00	1.00	121.43	0.00	1.00	84.37	0.00	1.00	82.26	0.00	1.00	110.00	0.00	1.00	103.61	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000183459.1|ENSMUSG00000038535.17|chr9|+	115.1	72331494	chr9:72331293-72334584	4.78	47.67	0.09	3.99	54.89	0.07	4.34	48.22	0.08	4.38	39.63	0.10	4.54	51.81	0.08	4.08	59.60	0.06	0.08	0.08	0.0	1.0	1.0	N
ENSMUST00000020182.15|ENSMUSG00000020003.16|chr10|-	27.1	19860793	chr10:19853900-19860994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000035269.14|ENSMUSG00000032648.14|chr19|+	62.7	6398246	chr19:6398045-6398459	53.23	0.00	1.00	57.35	0.00	1.00	40.19	1.45	0.97	45.27	0.00	1.00	56.44	0.00	1.00	57.16	3.61	0.94	0.99	0.98	0.01	1.0	1.0	N
ENSMUST00000147341.7|ENSMUSG00000039041.15|chr2|+	9075.0	180173057	chr2:180172856-180173281	2.80	152.55	0.02	4.72	167.46	0.03	5.48	94.29	0.05	3.07	70.92	0.04	2.38	136.37	0.02	1.89	125.66	0.01	0.0333333333333	0.0233333333333	0.01	0.6970078902298267	1.0	N
ENSMUST00000202421.1|ENSMUSG00000053134.13|chr5|-	19.0	31518276	chr5:31516499-31518504	0.88	76.91	0.01	0.87	38.64	0.02	1.14	55.29	0.02	0.92	43.22	0.02	0.67	44.04	0.01	1.09	52.98	0.02	0.0166666666667	0.0166666666667	0.0	1.0	1.0	N
ENSMUST00000228141.1|ENSMUSG00000022109.6|chr14|+	2494.9	73518542	chr14:73517894-73518849	4.88	144.75	0.03	8.81	130.62	0.06	7.99	133.61	0.06	8.34	143.94	0.05	7.36	144.38	0.05	12.07	120.33	0.09	0.05	0.0633333333333	-0.0133333333333	0.7980182718676013	1.0	N
ENSMUST00000155016.7|ENSMUSG00000003279.17|chr17|+	3209.8	70818254	chr17:70818025-70819804	432.56	120.83	0.78	449.17	6.88	0.98	344.35	82.62	0.81	304.30	30.31	0.91	354.86	31.93	0.92	417.97	30.70	0.93	0.856666666667	0.92	-0.0633333333333	0.0018220310097405248	0.0603068804597	N
ENSMUST00000209537.1|ENSMUSG00000110195.1|chr7|+	6338.0	101511657	chr7:101511456-101512817	462.01	0.00	1.00	346.92	0.00	1.00	399.74	0.00	1.00	360.98	0.00	1.00	285.12	0.00	1.00	332.13	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000117483.1|ENSMUSG00000084071.1|chr2|+	2740.3	21244346	chr2:21244105-21244440	125.72	0.00	1.00	102.98	10.77	0.91	134.18	12.07	0.92	131.70	10.26	0.93	78.22	29.70	0.72	144.91	23.25	0.86	0.943333333333	0.836666666667	0.106666666667	0.015252632184755734	0.290799256882	N
ENSMUST00000174070.7|ENSMUSG00000050373.13|chr2|+	508.3	164792270	chr2:164791713-164792487	67.33	10.54	0.86	64.19	4.93	0.93	52.43	11.26	0.82	48.68	7.86	0.86	75.86	16.49	0.82	30.70	23.47	0.57	0.87	0.75	0.12	0.10981122895007377	1.0	N
ENSMUST00000145226.8|ENSMUSG00000052146.16|chr17|-	1332.9	27632155	chr17:27631952-27632356	NA	NA	NA	10.52	48.95	0.18	7.36	35.48	0.17	6.17	24.46	0.20	3.74	39.26	0.09	8.34	29.42	0.22	0.175	0.17	0.005	1.0	1.0	N
ENSMUST00000224114.1|ENSMUSG00000021552.7|chr13|-	98.1	58259310	chr13:58256707-58259511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000159507.1|ENSMUSG00000029673.17|chr5|-	26.8	131476552	chr5:131475328-131477023	1.88	38.72	0.05	0.76	42.75	0.02	1.99	41.47	0.05	2.12	35.09	0.06	1.71	34.94	0.05	1.20	33.08	0.03	0.04	0.0466666666667	-0.00666666666667	1.0	1.0	N
ENSMUST00000156213.1|ENSMUSG00000004451.14|chr1|-	173.1	119483455	chr1:119481133-119483656	0.40	74.41	0.01	0.34	60.03	0.01	0.59	75.13	0.01	0.61	85.08	0.01	0.28	72.90	0.00	0.76	74.28	0.01	0.01	0.00666666666667	0.00333333333333	1.0	1.0	N
ENSMUST00000125150.7|ENSMUSG00000031214.13|chrX|-	736.0	98714010	chrX:98712199-98714211	10.92	67.63	0.14	8.57	75.17	0.10	12.17	79.27	0.13	10.64	62.64	0.15	10.66	67.55	0.14	10.02	60.73	0.14	0.123333333333	0.143333333333	-0.02	0.8125096324547136	1.0	N
ENSMUST00000231580.1|ENSMUSG00000022883.11|chr16|+	274.1	72742327	chr16:72742126-72742417	98.81	0.00	1.00	153.22	0.00	1.00	115.93	7.26	0.94	86.57	5.35	0.94	122.49	0.00	1.00	120.35	0.00	1.00	0.98	0.98	0.0	1.0	1.0	N
ENSMUST00000143699.7|ENSMUSG00000070000.13|chr8|-	33.8	71708630	chr8:71708420-71708831	NA	NA	NA	35.97	0.00	1.00	31.17	5.12	0.86	NA	NA	NA	NA	NA	NA	22.52	12.84	0.64	0.93	0.64	0.29	0.0026691428425501033	0.0830017322651	N
ENSMUST00000200216.4|ENSMUSG00000028184.12|chr3|-	105.2	148817092	chr3:148815855-148817928	35.15	38.29	0.48	46.94	28.82	0.62	34.54	25.56	0.57	35.38	36.78	0.49	29.71	32.00	0.48	28.30	37.49	0.43	0.556666666667	0.466666666667	0.09	0.3874932668000935	1.0	N
ENSMUST00000129968.1|ENSMUSG00000042616.8|chr4|+	887.7	126088523	chr4:126088322-126088659	10.64	80.55	0.12	13.04	67.85	0.16	8.46	72.64	0.10	9.55	75.73	0.11	13.02	83.48	0.13	12.39	106.62	0.10	0.126666666667	0.113333333333	0.0133333333333	1.0	1.0	N
ENSMUST00000025050.12|ENSMUSG00000024213.14|chr17|-	44777.1	27580753	chr17:27579382-27580954	385.98	0.00	1.00	408.09	0.00	1.00	408.91	0.00	1.00	416.72	0.00	1.00	362.22	0.00	1.00	436.77	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000202155.1|ENSMUSG00000029407.10|chr5|+	241.2	92202058	chr5:92201857-92202798	45.73	0.00	1.00	48.89	0.00	1.00	49.87	0.00	1.00	90.42	0.00	1.00	77.31	0.00	1.00	82.99	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000139171.1|ENSMUSG00000061175.12|chr3|-	259.8	79506077	chr3:79505943-79506278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000030288.13|ENSMUSG00000028559.17|chr4|-	47.3	109062085	chr4:109061777-109062332	49.83	30.47	0.62	51.47	5.20	0.91	54.30	6.22	0.90	72.09	10.87	0.87	60.13	33.71	0.64	52.05	0.59	0.99	0.81	0.833333333333	-0.0233333333333	1.0	1.0	N
ENSMUST00000029256.8|ENSMUSG00000027706.8|chr3|+	10078.2	30818701	chr3:30818500-30821263	248.41	0.00	1.00	254.20	0.00	1.00	246.37	0.00	1.00	233.50	0.00	1.00	253.78	0.00	1.00	242.03	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000218215.1|ENSMUSG00000032763.11|chr10|+	182.0	78584319	chr10:78583878-78584492	NA	NA	NA	19.06	12.17	0.61	11.99	18.28	0.40	14.17	17.93	0.44	NA	NA	NA	27.03	9.70	0.74	0.505	0.59	-0.085	0.45304405089103805	1.0	N
ENSMUST00000039173.12|ENSMUSG00000026319.13|chr1|+	47.6	105753704	chr1:105753503-105754075	68.77	0.00	1.00	86.52	0.00	1.00	63.91	0.00	1.00	72.54	0.00	1.00	65.73	3.63	0.95	73.50	0.00	1.00	1.0	0.983333333333	0.0166666666667	0.4930555555555538	1.0	N
ENSMUST00000144920.3|ENSMUSG00000030282.14|chr6|+	3693.6	142772316	chr6:142772115-142774664	5.68	366.39	0.02	6.77	311.36	0.02	6.55	310.46	0.02	4.25	283.89	0.01	6.46	301.86	0.02	4.44	283.40	0.02	0.02	0.0166666666667	0.00333333333333	1.0	1.0	N
ENSMUST00000015501.10|ENSMUSG00000015357.10|chr9|+	136.8	65330015	chr9:65329814-65330657	68.15	0.00	1.00	66.09	0.00	1.00	76.80	0.00	1.00	38.40	0.00	1.00	44.37	0.00	1.00	45.41	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000183234.2|ENSMUSG00000032826.19|chr3|-	161.3	127338991	chr3:127334794-127339192	13.62	23.84	0.36	NA	NA	NA	NA	NA	NA	10.86	28.55	0.28	NA	NA	NA	NA	NA	NA	0.36	0.28	0.08	0.4533706186831663	1.0	N
ENSMUST00000182065.1|ENSMUSG00000033760.17|chr19|+	2253.8	4757653	chr19:4757246-4761342	8.59	245.95	0.03	9.90	238.61	0.04	9.89	226.52	0.04	9.78	260.08	0.04	8.35	232.85	0.03	8.80	248.70	0.03	0.0366666666667	0.0333333333333	0.00333333333333	0.8085094283036038	1.0	N
ENSMUST00000087638.3|ENSMUSG00000053279.8|chr19|+	1120.2	20643095	chr19:20642894-20643462	215.60	0.00	1.00	141.10	0.00	1.00	181.12	0.00	1.00	147.90	0.00	1.00	156.66	0.00	1.00	172.62	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000055009.14|ENSMUSG00000040325.16|chr9|+	110.3	106880135	chr9:106879934-106880438	66.05	0.00	1.00	55.57	0.00	1.00	82.50	0.00	1.00	53.01	0.00	1.00	84.08	0.00	1.00	85.62	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000025117.13|ENSMUSG00000024268.16|chr18|-	3543.7	25479510	chr18:25478468-25479711	225.46	0.00	1.00	262.72	44.96	0.85	226.24	0.00	1.00	239.97	0.00	1.00	203.38	0.00	1.00	251.09	0.00	1.00	0.95	1.0	-0.05	0.00011924229986354835	0.00578362651917	N
ENSMUST00000062015.14|ENSMUSG00000016128.14|chr5|-	213.4	151039571	chr5:151037628-151039772	55.40	0.75	0.99	71.08	0.00	1.00	57.94	2.50	0.96	44.90	4.98	0.90	44.28	7.87	0.85	51.61	0.00	1.00	0.983333333333	0.916666666667	0.0666666666667	0.17046387803268545	1.0	N
ENSMUST00000156816.6|ENSMUSG00000033845.13|chr1|-	202.1	4776376	chr1:4773211-4776801	3.84	74.32	0.05	3.59	84.52	0.04	3.57	89.68	0.04	3.03	86.89	0.03	3.45	67.46	0.05	3.25	75.72	0.04	0.0433333333333	0.04	0.00333333333333	1.0	1.0	N
ENSMUST00000124468.7|ENSMUSG00000025137.15|chr11|-	344.6	120612800	chr11:120612596-120613083	NA	NA	NA	7.42	33.32	0.18	10.33	25.36	0.29	NA	NA	NA	NA	NA	NA	9.55	38.85	0.20	0.235	0.2	0.035	0.7913360416575519	1.0	N
ENSMUST00000124896.1|ENSMUSG00000020097.14|chr10|-	524.3	61146130	chr10:61145895-61146331	1.18	29.83	0.04	NA	NA	NA	0.38	30.32	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000163845.3|ENSMUSG00000030447.15|chr7|+	411.3	55930199	chr7:55929998-55930471	126.09	0.00	1.00	103.06	5.15	0.95	133.57	0.00	1.00	123.29	0.00	1.00	117.21	0.00	1.00	119.64	0.00	1.00	0.983333333333	1.0	-0.0166666666667	1.0	1.0	N
ENSMUST00000145457.1|ENSMUSG00000037965.14|chr16|-	46.3	11156019	chr16:11154183-11156300	7.56	31.96	0.19	7.87	34.12	0.19	7.49	31.59	0.19	NA	NA	NA	6.36	31.21	0.17	4.12	35.09	0.10	0.19	0.135	0.055	0.7549050876780702	1.0	N
ENSMUST00000130974.1|ENSMUSG00000031748.16|chr8|+	8280.4	93950503	chr8:93950302-93950675	1.33	147.99	0.01	3.44	135.56	0.02	2.24	124.72	0.02	2.46	151.95	0.02	0.45	141.80	0.00	2.33	145.08	0.02	0.0166666666667	0.0133333333333	0.00333333333333	0.6120990027949882	1.0	N
ENSMUST00000236267.1|ENSMUSG00000024045.6|chr17|-	613.6	32304994	chr17:32304692-32305706	86.74	0.00	1.00	73.36	17.30	0.81	60.33	1.49	0.98	81.22	0.00	1.00	74.55	19.54	0.79	58.26	17.68	0.77	0.93	0.853333333333	0.0766666666667	0.213287397489546	1.0	N
ENSMUST00000055833.11|ENSMUSG00000027104.18|chr2|-	2924.2	73818947	chr2:73816509-73819148	150.91	0.00	1.00	218.07	0.00	1.00	121.17	0.00	1.00	171.66	0.00	1.00	87.16	0.00	1.00	107.50	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000172435.7|ENSMUSG00000038552.14|chr5|-	2467.2	31293285	chr5:31292242-31293486	79.57	0.00	1.00	108.08	0.00	1.00	47.49	0.00	1.00	70.30	0.00	1.00	80.70	0.00	1.00	57.93	6.32	0.90	1.0	0.966666666667	0.0333333333333	0.22537638309450345	1.0	N
ENSMUST00000114151.9|ENSMUSG00000052337.15|chr6|+	1658.3	71874743	chr6:71874317-71875257	425.99	102.94	0.81	424.35	25.82	0.94	395.25	21.94	0.95	364.79	22.10	0.94	359.31	32.62	0.92	384.52	28.26	0.93	0.9	0.93	-0.03	0.05468521383368799	0.749327537683	N
ENSMUST00000138117.1|ENSMUSG00000022957.20|chr16|+	60.6	91870471	chr16:91870193-91871347	66.41	15.64	0.81	46.73	32.17	0.59	45.63	1.23	0.97	53.93	22.13	0.71	48.79	20.09	0.71	40.67	17.83	0.70	0.79	0.706666666667	0.0833333333333	0.44112614517928617	1.0	N
ENSMUST00000127340.1|ENSMUSG00000069808.13|chr11|+	36.5	76214124	chr11:76213923-76214827	33.08	0.94	0.97	35.60	3.39	0.91	30.46	0.00	1.00	34.28	0.00	1.00	33.11	0.00	1.00	NA	NA	NA	0.96	1.0	-0.04	1.0	1.0	N
ENSMUST00000198266.4|ENSMUSG00000029439.14|chr5|+	220.2	129571203	chr5:129571002-129571381	91.44	0.00	1.00	87.03	0.00	1.00	80.41	0.00	1.00	80.69	0.00	1.00	76.85	0.00	1.00	55.14	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000185471.1|ENSMUSG00000056211.13|chr1|+	320.3	128186959	chr1:128186758-128188656	46.38	44.01	0.51	50.86	20.81	0.71	47.69	39.90	0.54	46.99	36.91	0.56	48.37	34.68	0.58	49.39	55.27	0.47	0.586666666667	0.536666666667	0.05	0.540199241249864	1.0	N
ENSMUST00000208851.1|ENSMUSG00000004565.15|chr8|+	47.1	3538170	chr8:3537969-3540370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000033283.9|ENSMUSG00000030978.10|chr7|+	106.7	102468540	chr7:102468295-102469771	39.11	8.99	0.81	37.22	6.66	0.85	48.22	0.00	1.00	39.64	1.35	0.97	48.49	0.00	1.00	63.77	0.00	1.00	0.886666666667	0.99	-0.103333333333	0.022425766716035172	0.387774692632	N
ENSMUST00000078323.12|ENSMUSG00000013495.15|chr5|+	236.5	108646040	chr5:108645839-108646693	44.00	0.00	1.00	69.44	0.00	1.00	47.34	0.00	1.00	57.29	0.00	1.00	42.22	0.00	1.00	73.43	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000107863.3|ENSMUSG00000056158.14|chr11|+	187.3	93600517	chr11:93600316-93601749	57.37	0.00	1.00	56.58	0.00	1.00	52.80	0.00	1.00	65.44	0.00	1.00	71.85	0.00	1.00	50.10	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000201880.1|ENSMUSG00000014956.15|chr5|+	41997.8	32492531	chr5:32492330-32492756	604.65	0.00	1.00	541.59	0.00	1.00	772.75	0.00	1.00	637.18	0.00	1.00	763.20	0.00	1.00	539.85	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000143002.1|ENSMUSG00000031918.16|chr9|+	422.9	13786053	chr9:13785852-13786173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000160579.1|ENSMUSG00000022858.16|chr16|-	355.8	22258985	chr16:22258064-22259261	31.67	120.71	0.21	27.10	89.74	0.23	36.41	60.10	0.38	33.06	75.80	0.30	28.86	95.48	0.23	28.48	109.86	0.21	0.273333333333	0.246666666667	0.0266666666667	0.882866993906872	1.0	N
ENSMUST00000131116.7|ENSMUSG00000009995.17|chrX|+	504.7	74289500	chrX:74289299-74289888	81.20	0.00	1.00	107.32	0.00	1.00	101.23	0.00	1.00	94.47	0.00	1.00	89.67	0.00	1.00	88.85	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000030742.10|ENSMUSG00000028910.12|chr4|+	286.9	131867648	chr4:131867447-131867786	6.60	54.91	0.11	12.37	44.86	0.22	15.85	63.22	0.20	9.82	55.60	0.15	12.34	26.94	0.31	8.07	48.00	0.14	0.176666666667	0.2	-0.0233333333333	0.8127371770771972	1.0	N
ENSMUST00000047404.6|ENSMUSG00000032435.9|chr9|+	14848.5	114723454	chr9:114723253-114724302	592.62	0.00	1.00	633.60	0.00	1.00	551.17	0.00	1.00	541.39	0.00	1.00	510.19	0.00	1.00	487.51	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000111755.4|ENSMUSG00000091900.3|chr7|-	529.0	116083771	chr7:116083367-116083972	18.59	15.28	0.55	16.88	17.31	0.49	14.01	28.63	0.33	14.79	16.60	0.47	16.50	18.52	0.47	13.16	23.03	0.36	0.456666666667	0.433333333333	0.0233333333333	1.0	1.0	N
ENSMUST00000156084.1|ENSMUSG00000087026.7|chr8|-	812.6	85054619	chr8:85053189-85054820	14.67	18.40	0.44	9.14	23.98	0.28	10.35	21.16	0.33	NA	NA	NA	10.80	20.52	0.34	NA	NA	NA	0.35	0.34	0.01	1.0	1.0	N
ENSMUST00000034916.9|ENSMUSG00000046440.9|chr5|+	28652.6	138505053	chr5:138504813-138505779	73.36	164.98	0.31	55.15	295.95	0.16	77.73	245.44	0.24	63.69	212.83	0.23	63.32	241.39	0.21	80.23	318.72	0.20	0.236666666667	0.213333333333	0.0233333333333	0.7003537716746502	1.0	N
ENSMUST00000033513.9|ENSMUSG00000031171.11|chrX|-	367.1	8240423	chrX:8238668-8240830	0.52	47.58	0.01	1.43	50.67	0.03	1.64	36.56	0.04	3.92	214.89	0.02	3.39	247.02	0.01	6.18	267.00	0.02	0.0266666666667	0.0166666666667	0.01	0.5710077531777331	1.0	N
ENSMUST00000231358.1|ENSMUSG00000046711.16|chr17|+	168.3	27562639	chr17:27562438-27562927	64.00	0.00	1.00	66.56	0.00	1.00	73.24	0.00	1.00	61.61	0.00	1.00	75.58	0.00	1.00	60.71	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000232661.1|ENSMUSG00000014767.17|chr17|+	531.6	15504539	chr17:15504274-15504824	20.96	65.61	0.24	22.41	108.13	0.17	19.66	89.83	0.18	22.65	110.86	0.17	21.62	89.36	0.19	20.75	65.79	0.24	0.196666666667	0.2	-0.00333333333333	1.0	1.0	N
ENSMUST00000195715.1|ENSMUSG00000027739.9|chr3|+	249.0	51493888	chr3:51493356-51494095	48.74	4.36	0.92	57.13	0.75	0.99	66.01	0.00	1.00	53.53	0.00	1.00	38.65	6.95	0.85	42.75	0.00	1.00	0.97	0.95	0.02	0.5824473926986772	1.0	N
ENSMUST00000149973.1|ENSMUSG00000024052.17|chr17|+	15782.3	71222256	chr17:71222055-71222508	3.73	128.36	0.03	1.33	100.45	0.01	4.14	125.15	0.03	4.46	200.80	0.02	4.33	155.34	0.03	3.41	147.96	0.02	0.0233333333333	0.0233333333333	0.0	1.0	1.0	N
ENSMUST00000138980.1|ENSMUSG00000035653.16|chr12|+	387.6	61669681	chr12:61669480-61671824	15.32	137.79	0.10	14.74	121.98	0.11	16.67	144.99	0.10	15.42	143.50	0.10	13.31	115.40	0.10	14.17	125.13	0.10	0.103333333333	0.1	0.00333333333333	1.0	1.0	N
ENSMUST00000223704.1|ENSMUSG00000024268.16|chr18|-	1362.0	25479510	chr18:25479078-25479711	174.22	0.00	1.00	250.62	57.05	0.81	171.39	0.00	1.00	245.80	0.00	1.00	181.71	16.63	0.92	227.38	0.00	1.00	0.936666666667	0.973333333333	-0.0366666666667	0.002858203592171671	0.0869525290052	N
ENSMUST00000152548.7|ENSMUSG00000038324.13|chr2|-	3923.0	155641489	chr2:155638976-155641690	25.86	71.19	0.27	22.96	53.08	0.30	23.82	58.86	0.29	20.48	46.31	0.31	27.90	84.32	0.25	20.45	69.69	0.23	0.286666666667	0.263333333333	0.0233333333333	0.7310698553674679	1.0	N
